session_id,timestamp,path,delta_t,label,page_category,referrer,user_agent,status_code,client_key,ip,method,body_bytes_sent
sess_45fd4ca3b161_000,21.0,/products/category-2/item-1,2.0,bot,products,/products/category-2,stealth-browser/1.0,200,ip_ua:203.0.113.102|stealth-browser/1.0,203.0.113.102,GET,512
sess_45fd4ca3b161_000,23.0,/support/faq-4,2.0,bot,support,/products/category-2/item-1,stealth-browser/1.0,200,ip_ua:203.0.113.102|stealth-browser/1.0,203.0.113.102,GET,512
sess_c0ba70008ddc_000,0.0,/,0.0,bot,home,/,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,1.0,/products,1.0,bot,products,/,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,2.0,/products/category-1,1.0,bot,products,/products,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,4.0,/products/category-1/item-1,2.0,bot,products,/products/category-1,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,5.0,/support/faq-3,1.0,bot,support,/products/category-1/item-1,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,7.0,/blog,2.0,bot,blog,/,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,7.0,/support/contact,0.0,bot,support,/support/faq-3,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,9.0,/blog/post-1,2.0,bot,blog,/blog,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,11.0,/blog/post-2,2.0,bot,blog,/blog/post-1,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,11.0,/blog/post-3,0.0,bot,blog,/blog/post-2,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,13.0,/blog/post-4,2.0,bot,blog,/blog/post-3,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,14.0,/blog/post-5,1.0,bot,blog,/blog/post-4,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,16.0,/blog/post-6,2.0,bot,blog,/blog/post-5,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_c0ba70008ddc_000,17.0,/blog/post-7,1.0,bot,blog,/blog/post-6,python-requests/2.x,200,ip_ua:203.0.113.103|python-requests/2.x,203.0.113.103,GET,512
sess_3938c445f791_000,1.0,/,0.0,bot,home,/,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,3.0,/products,2.0,bot,products,/,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,4.0,/products/category-1,1.0,bot,products,/products,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,6.0,/products/category-1/item-1,2.0,bot,products,/products/category-1,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,7.0,/support/faq-3,1.0,bot,support,/products/category-1/item-1,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,9.0,/support/contact,2.0,bot,support,/support/faq-3,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,10.0,/blog,1.0,bot,blog,/,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,11.0,/blog/post-1,1.0,bot,blog,/blog,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,13.0,/products/category-2,2.0,bot,products,/blog/post-1,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,14.0,/products/category-2/item-1,1.0,bot,products,/products/category-2,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,15.0,/support/faq-4,1.0,bot,support,/products/category-2/item-1,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,17.0,/support/contact,2.0,bot,support,/support/faq-4,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,18.0,/support,1.0,bot,support,/,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_3938c445f791_000,19.0,/support/faq-1,1.0,bot,support,/support,python-requests/2.x,200,ip_ua:203.0.113.104|python-requests/2.x,203.0.113.104,GET,512
sess_bc4ee6516d47_000,1.0,/,0.0,bot,home,/,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,2.0,/products,1.0,bot,products,/,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,3.0,/products/category-1,1.0,bot,products,/products,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,4.0,/products/category-1/item-5,1.0,bot,products,/products/category-1,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,6.0,/support/faq-1,2.0,bot,support,/products/category-1/item-5,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,8.0,/support/contact,2.0,bot,support,/support/faq-1,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,10.0,/blog,2.0,bot,blog,/,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,10.0,/blog/post-1,0.0,bot,blog,/blog,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,12.0,/blog/post-2,2.0,bot,blog,/blog/post-1,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,13.0,/blog/post-3,1.0,bot,blog,/blog/post-2,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,15.0,/blog/post-4,2.0,bot,blog,/blog/post-3,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,15.0,/blog/post-5,0.0,bot,blog,/blog/post-4,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,16.0,/blog/post-6,1.0,bot,blog,/blog/post-5,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_bc4ee6516d47_000,18.0,/blog/post-7,2.0,bot,blog,/blog/post-6,stealth-browser/1.0,200,ip_ua:203.0.113.105|stealth-browser/1.0,203.0.113.105,GET,512
sess_6d7ca6b04fcc_000,1.0,/,0.0,bot,home,/,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,2.0,/products,1.0,bot,products,/,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,3.0,/products/category-1,1.0,bot,products,/products,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,5.0,/products/category-1/item-5,2.0,bot,products,/products/category-1,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,7.0,/support/contact,2.0,bot,support,/support/faq-1,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,7.0,/support/faq-1,0.0,bot,support,/products/category-1/item-5,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,9.0,/blog,2.0,bot,blog,/,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,10.0,/blog/post-3,1.0,bot,blog,/blog,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,11.0,/blog/post-4,1.0,bot,blog,/blog/post-3,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,12.0,/blog/post-5,1.0,bot,blog,/blog/post-4,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,14.0,/blog/post-6,2.0,bot,blog,/blog/post-5,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,15.0,/blog/post-7,1.0,bot,blog,/blog/post-6,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_6d7ca6b04fcc_000,16.0,/blog/post-8,1.0,bot,blog,/blog/post-7,stealth-browser/1.0,200,ip_ua:203.0.113.106|stealth-browser/1.0,203.0.113.106,GET,512
sess_4b0f186bc1a4_000,1.0,/,0.0,bot,home,/,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,2.0,/products,1.0,bot,products,/,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,4.0,/products/category-1,2.0,bot,products,/products,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,6.0,/products/category-1/item-1,2.0,bot,products,/products/category-1,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,7.0,/support/faq-3,1.0,bot,support,/products/category-1/item-1,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,8.0,/support/contact,1.0,bot,support,/support/faq-3,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,10.0,/blog,2.0,bot,blog,/,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,11.0,/blog/post-1,1.0,bot,blog,/blog,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,13.0,/blog/post-2,2.0,bot,blog,/blog/post-1,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,14.0,/products/category-3,1.0,bot,products,/blog/post-2,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,15.0,/products/category-3/item-1,1.0,bot,products,/products/category-3,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,16.0,/support/faq-5,1.0,bot,support,/products/category-3/item-1,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,18.0,/support/contact,2.0,bot,support,/support/faq-5,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,19.0,/support,1.0,bot,support,/,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,21.0,/support/faq-1,2.0,bot,support,/support,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,23.0,/support/contact,2.0,bot,support,/support/faq-1,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_4b0f186bc1a4_000,25.0,/about,2.0,bot,about,/,stealth-browser/1.0,200,ip_ua:203.0.113.107|stealth-browser/1.0,203.0.113.107,GET,512
sess_cc3491149319_000,1.0,/,0.0,bot,home,/,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_cc3491149319_000,2.0,/products,1.0,bot,products,/,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_cc3491149319_000,3.0,/products/category-1,1.0,bot,products,/products,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_cc3491149319_000,5.0,/products/category-1/item-1,2.0,bot,products,/products/category-1,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_cc3491149319_000,6.0,/support/faq-3,1.0,bot,support,/products/category-1/item-1,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_cc3491149319_000,7.0,/support/contact,1.0,bot,support,/support/faq-3,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_cc3491149319_000,8.0,/blog,1.0,bot,blog,/,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_cc3491149319_000,9.0,/blog/post-1,1.0,bot,blog,/blog,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_cc3491149319_000,11.0,/blog/post-2,2.0,bot,blog,/blog/post-1,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_cc3491149319_000,11.0,/blog/post-3,0.0,bot,blog,/blog/post-2,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_cc3491149319_000,12.0,/blog/post-4,1.0,bot,blog,/blog/post-3,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_cc3491149319_000,13.0,/blog/post-5,1.0,bot,blog,/blog/post-4,stealth-browser/1.0,200,ip_ua:203.0.113.108|stealth-browser/1.0,203.0.113.108,GET,512
sess_b97aa6c6dec8_000,1.0,/,0.0,bot,home,/,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,2.0,/about,1.0,bot,about,/,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,4.0,/about/team,2.0,bot,about,/about,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,5.0,/about/careers,1.0,bot,about,/about/team,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,6.0,/support/contact,1.0,bot,support,/about/careers,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,7.0,/about,1.0,bot,about,/,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,8.0,/about/careers,1.0,bot,about,/about,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,10.0,/support/contact,2.0,bot,support,/about/careers,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,11.0,/products,1.0,bot,products,/,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,13.0,/products/category-4,2.0,bot,products,/products,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,14.0,/products/category-4/item-1,1.0,bot,products,/products/category-4,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,16.0,/support/faq-6,2.0,bot,support,/products/category-4/item-1,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,17.0,/support/contact,1.0,bot,support,/support/faq-6,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_b97aa6c6dec8_000,19.0,/blog,2.0,bot,blog,/,stealth-browser/1.0,200,ip_ua:203.0.113.109|stealth-browser/1.0,203.0.113.109,GET,512
sess_ff0c0ed70fa4_000,6.0,/,0.0,human,home,/,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
sess_ff0c0ed70fa4_000,12.0,/blog,6.0,human,blog,/,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
sess_ff0c0ed70fa4_000,19.0,/blog/post-7,7.0,human,blog,/blog,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
sess_ff0c0ed70fa4_000,23.0,/products/category-2,4.0,human,products,/blog/post-7,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
sess_ff0c0ed70fa4_000,29.0,/products/category-2,6.0,human,products,/products/category-2/item-1,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
sess_ff0c0ed70fa4_000,29.0,/products/category-2/item-1,0.0,human,products,/products/category-2,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
sess_ff0c0ed70fa4_000,35.0,/products/category-2/item-7,6.0,human,products,/products/category-2,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
sess_ff0c0ed70fa4_000,37.0,/products/category-2,2.0,human,products,/products/category-2/item-7,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
sess_ff0c0ed70fa4_000,41.0,/products/category-2/item-4,4.0,human,products,/products/category-2,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
sess_ff0c0ed70fa4_000,45.0,/products/category-2,4.0,human,products,/products/category-2/item-4,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
sess_ff0c0ed70fa4_000,51.0,/products/category-2/item-7,6.0,human,products,/products/category-2,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
sess_ff0c0ed70fa4_000,60.0,/products/category-2,9.0,human,products,/products/category-2/item-7,Mozilla/5.0,200,ip_ua:203.0.113.10|Mozilla/5.0,203.0.113.10,GET,512
